destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,direction_same,Y,distance
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,0,0,0
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,0,0,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,0,0,1
No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,0,0,0
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),1d,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,0,1,0
No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,0,0,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,0,0,2
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,1,0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,1,1,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,1,0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,0,1,2
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,1,1,0
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,2,Married partner,0,5,Community & Social Services,4,1,1,1,4,1,0,0,1
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,0,0,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,0,0,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,0,0,0
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),1d,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,0,0,1
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,1d,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2h,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,0,0,1
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),2h,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,0,0,0
No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,2h,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,0,0,1
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,1d,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,0,0,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,1,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,0,0,2
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,1,0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,1,1,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,1,0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,0,1,2
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,1,1,0
Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,3,Married partner,1,5,Management,7,0,0,3,4,3,0,0,1
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,0,1,0
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),1d,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,1d,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2h,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,0,0,1
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),2h,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,0,1,0
No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,2h,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,0,1,1
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,1d,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,1,1,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,1,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,0,1,2
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,1,0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,1,1,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,1,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,0,1,2
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,1,1,0
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,1,Married partner,1,2,Unemployed,7,1,2,2,3,3,0,1,1
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,1,Single,0,2,Student,0,4,4,2,1,0,0,0,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,1,Single,0,2,Student,0,4,4,2,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,1,Single,0,2,Student,0,4,4,2,1,0,0,0,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,1,Single,0,2,Student,0,4,4,2,1,0,0,0,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,1,Single,0,2,Student,0,4,4,2,1,0,0,1,0
No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,1,Single,0,2,Student,0,4,4,2,1,0,0,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Female,1,Single,0,2,Student,0,4,4,2,1,0,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,1,Single,0,2,Student,0,4,4,2,1,0,1,1,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,1,Single,0,2,Student,0,4,4,2,1,0,0,1,0
Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,1,Single,0,2,Student,0,4,4,2,1,0,0,0,2
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,1,Single,0,2,Student,0,4,4,2,1,0,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,1,Single,0,2,Student,0,4,4,2,1,0,0,1,2
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,1,Single,0,2,Student,0,4,4,2,1,0,1,0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,1,Single,0,2,Student,0,4,4,2,1,0,1,1,0
Home,Alone,Sunny,80,10PM,Bar,1d,Female,1,Single,0,2,Student,0,4,4,2,1,0,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,1,Single,0,2,Student,0,4,4,2,1,0,1,1,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,1,Single,0,2,Student,0,4,4,2,1,0,1,1,1
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,1,Single,0,2,Student,0,4,4,2,1,0,0,0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,1,Single,0,2,Student,0,4,4,2,1,0,0,0,2
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,1,Single,0,2,Student,0,4,4,2,1,0,0,0,2
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,1,Single,0,2,Student,0,4,4,2,1,0,1,0,0
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,1,Single,0,2,Student,0,4,4,2,1,0,0,1,1
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,0,0,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,0,0,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,0,0,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,0,0,0
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,0,0,1
No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,0,0,0
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),1d,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,0,1,0
No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,0,0,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,1,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,0,0,2
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,1,0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,1,0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,0,0,2
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,1,0,0
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,1,Married partner,0,2,Unemployed,3,1,1,2,2,2,0,0,1
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,0,1,1
No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,0,1,0
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),1d,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,0,1,0
No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,1,1,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,0,0,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,1,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,0,0,2
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,1,0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,1,1,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,1,1,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,1,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,1,1,0
Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,4,Married partner,0,5,Sales & Related,8,2,1,2,3,2,0,1,1
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,0,0,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,0,0,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,0,0,0
No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,0,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,0,0,0
Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,0,0,2
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,1,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,0,0,2
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,1,0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,1,1,0
Home,Alone,Sunny,80,10PM,Bar,1d,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,1,1,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,1,0,1
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,0,0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,0,1,2
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,0,1,2
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,1,0,0
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,7,Divorced,0,5,Retired,3,0,0,3,2,0,0,1,1
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,0,1,0
No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,0,1,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,1,1,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,0,0,0
Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,0,0,2
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,1,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,0,0,2
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,1,0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,1,1,0
Home,Alone,Sunny,80,10PM,Bar,1d,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,1,1,1
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,1,1,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,1,1,1
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,0,0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,0,1,2
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,0,1,2
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,1,1,0
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,2,Single,0,4,Unemployed,0,3,2,4,3,2,0,0,1
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,0,0,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,0,0,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,0,1,1
No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,0,1,0
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),1d,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,0,1,0
No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,1,1,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,0,0,2
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,1,0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,1,0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,0,0,2
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,1,0,0
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,2,Unmarried partner,0,2,Management,3,1,1,1,2,1,0,1,1
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,2,Single,1,1,Unemployed,0,1,1,3,2,0,0,0,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,2,Single,1,1,Unemployed,0,1,1,3,2,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,2,Single,1,1,Unemployed,0,1,1,3,2,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,2,Single,1,1,Unemployed,0,1,1,3,2,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,2,Single,1,1,Unemployed,0,1,1,3,2,0,0,1,0
No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,2,Single,1,1,Unemployed,0,1,1,3,2,0,0,1,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Female,2,Single,1,1,Unemployed,0,1,1,3,2,0,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,2,Single,1,1,Unemployed,0,1,1,3,2,0,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,2,Single,1,1,Unemployed,0,1,1,3,2,0,0,0,0
Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,2,Single,1,1,Unemployed,0,1,1,3,2,0,0,1,2
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,2,Single,1,1,Unemployed,0,1,1,3,2,0,1,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,2,Single,1,1,Unemployed,0,1,1,3,2,0,0,0,2
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,2,Single,1,1,Unemployed,0,1,1,3,2,0,1,1,0
